trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,buy,buy-7.3312/confirm-8.3295/,sell,sell-7.34/confirm-8.2847/
2,1,0,100,9900,11,11000,10100,9,11000,sell,sell-4.1991/sell-4.9299/sell-7.972/confirm-10.1763/,sell,sell-7.619/confirm-8.3908/
3,1,0,95,10000,10,10950,10200,8,10960,buy,buy-11.6288/confirm-12.491/,sell,sell-7.7196/confirm-8.4829/
4,1,0,95,9905,11,10950,10295,7,10960,sell,buy-11.0933/sell-11.643/confirm-12.3736/,sell,sell-7.5945/confirm-8.3467/
5,1,0,91,10000,10,10910,10390,6,10936,sell,sell-9.6707/confirm-10.7572/,sell,sell-7.4269/confirm-8.0908/
6,1,0,87,10091,9,10874,10481,5,10916,no trade,sell-9.048/buy-11.7255/,sell,sell-7.4595/confirm-8.154/
7,1,0,85,10091,9,10856,10568,4,10908,sell,confirm-0.064626/sell-7.5698/confirm-8.2314/,sell,sell-7.6048/confirm-8.3815/
8,1,0,81,10176,8,10824,10653,3,10896,sell,sell-8.4167/confirm-11.832/,sell,sell-7.6042/confirm-8.4941/
9,1,0,77,10257,7,10796,10734,2,10888,sell,sell-7.3667/confirm-11.6392/,sell,sell-7.3377/confirm-7.9775/
10,1,0,74,10334,6,10778,10811,1,10885,sell,sell-7.9044/confirm-9.5935/,sell,sell-7.5215/confirm-8.3071/
11,1,0,71,10408,5,10763,10885,0,10885,no trade,,no trade,confirm-7.9962/
12,1,0,71,10408,5,10763,10885,0,10885,no trade,,no trade,confirm-9.5764/
13,1,0,71,10408,5,10763,10885,0,10885,sell,sell-0.9219/sell-2.3184/sell-5.9901/sell-7.6564/confirm-8.1423/,no trade,confirm-7.6007/
14,1,0,69,10479,4,10755,10885,0,10885,buy,buy-7.4327/confirm-8.5893/,no trade,confirm-7.5182/
15,1,0,72,10410,5,10770,10885,0,10885,sell,sell-7.5123/confirm-7.9042/,no trade,confirm-9.6023/
16,1,0,70,10482,4,10762,10885,0,10885,buy,sell-7.0308/buy-8.3845/confirm-9.0308/,no trade,confirm-7.9452/
17,1,0,73,10412,5,10777,10885,0,10885,sell,sell-6.4669/sell-7.4001/confirm-8.8284/,no trade,confirm-8.4375/
18,1,0,71,10485,4,10769,10885,0,10885,buy,buy-4.868/buy-7.5891/buy-8.2279/confirm-9.8206/,no trade,confirm-8.3806/
19,1,0,74,10414,5,10784,10885,0,10885,sell,sell-7.4709/confirm-7.9286/,no trade,confirm-9.1179/
20,1,0,72,10488,4,10776,10885,0,10885,buy,buy-7.3766/confirm-7.7534/,no trade,confirm-7.3891/
21,2,0,75,10416,5,10791,10885,0,10885,sell,sell-7.3183/confirm-7.6523/,no trade,confirm-7.6778/
22,2,0,73,10491,4,10783,10885,0,10885,sell,sell-7.6296/confirm-8.9628/,no trade,confirm-7.5545/
23,2,0,71,10564,3,10777,10885,0,10885,buy,buy-4.3992/buy-7.2639/confirm-7.5839/,no trade,confirm-7.6974/
24,2,0,76,10493,4,10797,10885,0,10885,sell,sell-8.2186/confirm-8.8756/,no trade,confirm-7.6729/
25,2,0,74,10569,3,10791,10885,0,10885,buy,buy-2.2081/buy-7.6959/confirm-8.0307/,no trade,confirm-7.4924/
26,2,0,79,10495,4,10811,10885,0,10885,sell,sell-4.0542/sell-4.6547/sell-4.9676/sell-5.2801/sell-5.5411/sell-5.8282/sell-6.0921/sell-6.3676/sell-6.6458/sell-6.9503/sell-7.301/confirm-7.7782/,no trade,confirm-7.7673/
