trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,sell,sell-7.5044/confirm-8.3754/,buy,buy-8.25/confirm-10.3084/
2,1,0,100,10100,9,11000,9900,11,11000,sell,unsee-0.032765/see-0.60963/unsee-1.6294/sell-7.3415/confirm-8.1913/,no trade,see-0.77618/unsee-7.4329/buy-7.7786/sell-11.996/
3,1,0,97,10200,8,10976,9900,11,10967,buy,see-1.1504/unsee-2.4864/buy-7.456/confirm-8.0331/,sell,confirm-0.048085/see-1.0312/unsee-3.1697/sell-4.7839/see-5.4567/unsee-5.6814/see-6.1542/unsee-6.4147/sell-6.7726/sell-7.4837/confirm-11.8914/
4,1,0,97,10103,9,10976,9997,10,10967,sell,see-0.51843/unsee-3.0327/see-3.4879/unsee-4.2474/see-4.6921/unsee-5.7317/sell-7.3966/confirm-8.1781/,buy,buy-0.047903/see-1.1199/unsee-4.0393/buy-5.8735/buy-6.4346/buy-6.9918/buy-7.3606/confirm-9.0312/
5,1,0,97,10200,8,10976,9900,11,10967,sell,unsee-0.032745/see-0.41427/unsee-1.8649/see-2.4513/unsee-3.3092/sell-7.4287/confirm-8.1969/,buy,see-1.3073/unsee-4.5916/see-5.0681/unsee-6.1276/see-6.855/unsee-7.4604/buy-7.7666/confirm-9.4842/
6,1,0,97,10297,7,10976,9803,12,10967,sell,see-1.4408/unsee-2.9087/sell-7.4921/confirm-8.0822/,sell,see-1.2117/unsee-7.5873/see-8.4232/unsee-9.584/sell-12.2543/confirm-12.6286/
7,1,0,93,10394,6,10952,9900,11,10923,buy,see-2.5209/unsee-4.111/see-4.5834/unsee-5.7909/see-6.1607/unsee-6.6159/buy-6.97/buy-7.7085/confirm-8.6662/,no trade,see-0.33017/unsee-2.6721/see-2.9922/unsee-6.7143/buy-7.071/sell-7.8676/buy-8.9821/sell-9.5016/no trade-10.1003/confirm-11.9388/
8,1,0,96,10301,7,10973,9900,11,10956,sell,see-1.2997/unsee-4.5013/see-6.0967/unsee-7.2707/sell-7.8682/confirm-8.6985/,buy,sell-0.39906/see-1.4588/unsee-6.7323/see-7.1502/unsee-7.5957/buy-8.3415/confirm-12.0454/
9,1,0,96,10397,6,10973,9804,12,10956,sell,sell-3.5066/sell-7.69/confirm-8.284/,no trade,see-1.6608/no trade-1.6978/unsee-2.5959/buy-7.9269/sell-8.8805/buy-9.6243/sell-10.2419/no trade-10.6334/sell-12.9849/
10,1,0,94,10493,5,10963,9804,12,10932,buy,unsee-0.032751/see-0.94619/unsee-2.8281/see-3.3224/unsee-3.5767/buy-4.7342/buy-7.4742/confirm-8.1954/,no trade,confirm-0.064611/no trade-0.50532/see-1.7151/unsee-2.6318/see-3.2418/unsee-4.7054/see-5.5192/unsee-9.572/see-10.3131/unsee-10.7807/sell-10.9338/buy-12.3542/
11,1,0,97,10399,6,10981,9804,12,10968,sell,see-1.0679/unsee-3.081/see-4.4815/unsee-4.8735/see-5.372/unsee-5.7337/see-6.3385/unsee-7.4482/sell-7.6121/confirm-8.1479/,no trade,confirm-0.047758/no trade-0.5993/see-1.5835/unsee-4.1497/no trade-4.7599/sell-5.5791/confirm-11.9914/
12,1,0,95,10496,5,10971,9804,12,10944,sell,unsee-0.032727/buy-5.3589/see-7.4747/unsee-7.6216/sell-11.5264/confirm-12.1422/,no trade,see-1.0313/unsee-7.9174/confirm-12.3659/
13,1,0,93,10591,4,10963,9804,12,10920,buy,buy-0.032644/buy-7.4964/confirm-8.035/,sell,see-0.92452/unsee-7.7436/sell-11.7634/confirm-12.6401/
14,1,0,93,10498,5,10963,9897,11,10920,no trade,unsee-0.032794/see-0.43845/unsee-2.0328/see-2.4374/unsee-3.365/sell-5.7053/sell-7.497/buy-8.5267/sell-9.3383/buy-10.1555/buy-10.6348/buy-11.1171/sell-11.4139/no trade-12.1272/,no trade,see-0.72308/unsee-3.8106/sell-11.8032/buy-12.2149/
15,1,0,93,10498,5,10963,9897,11,10920,buy,unsee-0.03291/see-1.5772/unsee-2.6672/buy-7.42/confirm-9.6277/,no trade,confirm-0.047904/see-1.8689/unsee-2.7461/see-3.053/unsee-4.7773/confirm-8.0939/
16,1,0,96,10405,6,10981,9897,11,10953,sell,sell-2.3772/see-3.135/unsee-4.289/sell-7.8138/confirm-8.3907/,no trade,buy-0.047726/see-1.1014/unsee-5.1546/no trade-5.6591/no trade-7.3773/confirm-9.5761/
