trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,no trade,confirm-8.1381/,buy,buy-4.1695/buy-9.1357/confirm-11.0383/
2,1,0,103,10000,10,11030,9900,11,11033,buy,see-3.5627/unsee-3.9985/buy-7.6703/confirm-8.1184/,sell,sell-7.542/confirm-11.4021/
3,1,0,103,9897,11,11030,10003,10,11033,no trade,buy-7.9398/sell-8.5087/buy-9.151/no trade-9.6/confirm-10.1735/,no trade,see-2.3162/unsee-3.718/confirm-10.7149/
4,1,0,103,9897,11,11030,10003,10,11033,buy,unsee-0.032891/see-1.3111/unsee-1.847/see-2.5192/unsee-2.8506/buy-3.112/buy-7.3192/confirm-7.9742/,sell,see-1.8776/unsee-3.0951/see-3.9708/unsee-5.3112/see-5.6216/unsee-6.0453/sell-7.8617/confirm-8.9989/
5,1,0,103,9794,12,11030,10106,9,11033,sell,no trade-2.2533/sell-8.117/confirm-9.6372/,no trade,see-1.9413/unsee-3.4209/confirm-10.0348/
6,1,0,100,9897,11,10997,10106,9,11006,sell,see-3.4683/unsee-4.3257/see-5.4815/unsee-6.6101/sell-7.4129/confirm-8.0711/,sell,sell-7.7251/confirm-9.9757/
7,1,0,95,9997,10,10947,10206,8,10966,buy,see-6.4878/unsee-7.2447/buy-7.8947/confirm-8.801/,buy,see-3.7192/unsee-4.2226/see-4.9313/unsee-5.6079/see-6.0335/unsee-6.5414/buy-7.6301/confirm-9.5736/
8,1,0,100,9902,11,11002,10111,9,11011,sell,see-4.1923/unsee-5.2511/sell-6.4846/sell-7.4481/confirm-8.2094/,sell,see-7.1825/unsee-7.6172/sell-8.3124/confirm-9.8755/
9,1,0,95,10002,10,10952,10211,8,10971,no trade,sell-2.2195/see-2.4956/unsee-3.4369/sell-4.7511/confirm-7.9046/,sell,sell-7.5468/confirm-8.9421/
10,1,0,93,10002,10,10932,10306,7,10957,buy,sell-2.5253/see-3.0368/unsee-3.4784/buy-7.825/confirm-8.4748/,sell,sell-9.0358/buy-11.7127/sell-12.1686/confirm-12.6691/
11,1,0,93,9909,11,10932,10399,6,10957,no trade,sell-7.5309/buy-8.8665/see-9.5818/unsee-9.6765/no trade-9.8863/confirm-11.0912/,buy,see-3.2841/unsee-4.7304/see-5.2181/unsee-5.6144/buy-8.6196/confirm-9.8/
12,1,0,96,9909,11,10965,10306,7,10978,buy,see-5.2076/unsee-5.7325/buy-7.4659/confirm-8.0339/,sell,sell-7.515/confirm-9.9958/
13,1,0,96,9813,12,10965,10402,6,10978,no trade,see-6.2513/unsee-7.3439/confirm-8.4876/,sell,see-2.9608/unsee-4.8839/see-5.2746/unsee-5.5748/sell-7.5865/confirm-9.4184/
14,1,0,94,9813,12,10941,10498,5,10968,buy,buy-7.3933/confirm-7.986/,sell,see-6.6189/unsee-7.3514/sell-7.6477/confirm-9.648/
15,1,0,94,9719,13,10941,10592,4,10968,no trade,confirm-8.4992/,buy,unsee-0.048367/see-2.5221/unsee-3.1431/buy-8.0977/confirm-9.5249/
16,1,0,97,9719,13,10980,10498,5,10983,buy,buy-7.4272/confirm-8.0662/,no trade,confirm-10.8514/
17,1,0,100,9622,14,11022,10498,5,10998,sell,sell-7.9494/confirm-8.5419/,sell,see-2.205/unsee-2.6836/see-3.4927/unsee-4.1277/sell-7.7628/confirm-8.4923/
18,1,0,95,9722,13,10957,10598,4,10978,buy,see-4.092/unsee-4.7732/buy-10.9745/confirm-11.6112/,no trade,confirm-9.7664/
19,1,0,98,9627,14,10999,10598,4,10990,buy,buy-8.1543/confirm-8.7226/,buy,see-7.4701/unsee-7.9405/buy-8.3017/confirm-9.0994/
20,1,0,103,9529,15,11074,10500,5,11015,sell,sell-7.6028/confirm-8.3207/,sell,sell-7.6674/confirm-8.6851/
21,2,0,98,9632,14,11004,10603,4,10995,sell,see-2.0605/unsee-4.4724/sell-8.1538/confirm-8.7164/,buy,see-7.8677/unsee-9.3085/buy-9.699/sell-11.4474/buy-12.0561/confirm-12.7421/
