trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,buy,buy-7.6119/confirm-8.4276/,no trade,sell-9.9614/
2,1,0,103,9900,11,11033,10000,10,11030,buy,buy-7.736/confirm-8.2601/,sell,sell-0.04881/sell-7.4793/confirm-8.3698/
3,1,0,103,9797,12,11033,10103,9,11030,buy,buy-7.5096/confirm-7.9986/,sell,sell-8.2116/confirm-9.4027/
4,1,0,103,9694,13,11033,10206,8,11030,buy,buy-7.7076/confirm-8.7213/,no trade,confirm-10.4174/
5,1,0,107,9591,14,11089,10206,8,11062,buy,buy-7.4739/confirm-7.9166/,sell,sell-3.1801/sell-7.4217/confirm-8.187/
6,1,0,107,9484,15,11089,10313,7,11062,buy,buy-7.6085/confirm-7.9936/,sell,sell-8.2191/confirm-9.2524/
7,1,0,107,9377,16,11089,10420,6,11062,buy,buy-7.5218/confirm-7.9508/,sell,sell-4.4526/sell-10.3982/confirm-11.9608/
8,1,0,107,9270,17,11089,10527,5,11062,buy,buy-7.5973/confirm-7.9851/,no trade,confirm-9.6852/
9,1,0,111,9163,18,11161,10527,5,11082,buy,buy-7.5753/confirm-8.0328/,no trade,confirm-9.2122/
10,1,0,115,9052,19,11237,10527,5,11102,buy,buy-7.6246/confirm-8.0455/,no trade,confirm-10.0608/
11,1,0,119,8937,20,11317,10527,5,11122,buy,buy-7.4956/confirm-7.8813/,no trade,confirm-10.3468/
12,1,0,123,8818,21,11401,10527,5,11142,sell,sell-7.7184/confirm-8.0715/,no trade,confirm-11.797/
13,1,0,120,8941,20,11341,10527,5,11127,sell,sell-7.5981/confirm-7.9319/,no trade,buy-11.1403/sell-12.2242/buy-12.9035/
14,1,0,117,9061,19,11284,10527,5,11112,sell,sell-8.1523/confirm-8.5106/,no trade,confirm-9.5799/
15,1,0,114,9178,18,11230,10527,5,11097,sell,sell-7.6459/confirm-7.9713/,no trade,confirm-9.9684/
16,1,0,111,9292,17,11179,10527,5,11082,sell,buy-8.3914/sell-9.5396/sell-9.6834/confirm-10.4901/,no trade,confirm-8.7492/
17,1,0,108,9403,16,11131,10527,5,11067,sell,sell-7.6565/confirm-7.9905/,no trade,confirm-11.9885/
18,1,0,105,9511,15,11086,10527,5,11052,buy,buy-7.6583/confirm-7.989/,no trade,confirm-12.3949/
19,1,0,109,9406,16,11150,10527,5,11072,buy,buy-9.9762/confirm-10.6393/,no trade,confirm-8.0347/
20,1,0,113,9297,17,11218,10527,5,11092,sell,sell-7.7648/confirm-8.057/,no trade,confirm-11.7205/
21,2,0,110,9410,16,11170,10527,5,11077,buy,see-8.4898/unsee-9.1766/see-9.8098/unsee-10.1961/buy-10.8603/confirm-11.7493/,no trade,confirm-0.79623/
