trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,buy,buy-7.8092/confirm-8.5706/,buy,buy-8.4585/confirm-9.2862/
2,1,0,105,9900,11,11055,9900,11,11055,buy,see-1.4337/unsee-1.9192/buy-8.5678/confirm-10.647/,sell,sell-8.9803/confirm-9.9319/
3,1,0,105,9795,12,11055,10005,10,11055,buy,see-2.4345/unsee-3.1467/see-4.3805/unsee-4.8496/buy-8.2557/confirm-10.9472/,no trade,confirm-9.363/
4,1,0,109,9690,13,11107,10005,10,11095,buy,see-1.0554/unsee-1.7928/buy-7.7238/confirm-8.7715/,sell,sell-8.0772/confirm-9.1595/
5,1,0,109,9581,14,11107,10114,9,11095,buy,see-0.99446/unsee-1.6758/buy-7.6372/confirm-8.508/,no trade,confirm-9.5137/
6,1,0,113,9472,15,11167,10114,9,11131,buy,unsee-0.032827/see-1.2069/unsee-2.0327/buy-7.8699/confirm-10.9756/,sell,sell-7.7898/confirm-8.8196/
7,1,0,113,9359,16,11167,10227,8,11131,buy,unsee-0.032806/see-1.0972/unsee-1.8456/buy-8.877/confirm-9.4616/,no trade,confirm-8.6107/
8,1,0,117,9246,17,11235,10227,8,11163,sell,sell-0.03279/see-1.3565/unsee-1.7897/sell-7.8528/confirm-8.4398/,sell,sell-8.1985/confirm-9.139/
9,1,0,112,9363,16,11155,10344,7,11128,sell,unsee-0.032793/see-0.75175/unsee-1.3659/see-6.6047/unsee-7.3756/sell-7.8314/confirm-8.9144/,buy,buy-8.2204/confirm-9.0929/
10,1,0,112,9475,15,11155,10232,8,11128,sell,sell-7.7297/confirm-9.6125/,no trade,confirm-8.3064/
11,1,0,109,9587,14,11113,10232,8,11104,sell,see-2.1522/unsee-2.8224/sell-7.7414/confirm-8.3312/,buy,buy-8.0338/confirm-9.3914/
12,1,0,109,9696,13,11113,10123,9,11104,sell,see-1.2696/unsee-2.0628/see-3.5997/unsee-4.0769/sell-7.6707/confirm-8.2631/,sell,sell-10.4493/confirm-11.1568/
13,1,0,104,9805,12,11053,10232,8,11064,sell,see-1.3365/unsee-2.2163/see-5.7845/unsee-6.4072/sell-7.9911/confirm-8.5102/,buy,buy-7.9082/confirm-8.6638/
14,1,0,104,9909,11,11053,10128,9,11064,sell,see-1.318/unsee-2.3853/sell-8.4686/confirm-9.2191/,no trade,confirm-8.8293/
15,1,0,101,10013,10,11023,10128,9,11037,no trade,see-1.0375/unsee-1.7077/buy-7.7967/sell-8.4287/,no trade,confirm-8.534/
16,1,0,101,10013,10,11023,10128,9,11037,sell,confirm-0.032741/see-1.2205/unsee-1.6537/sell-7.7056/confirm-8.4642/,no trade,confirm-9.0976/
17,1,0,98,10114,9,10996,10128,9,11010,sell,see-0.88705/unsee-1.5683/sell-8.0851/confirm-9.3062/,sell,sell-8.1663/confirm-9.0504/
18,1,0,94,10212,8,10964,10226,8,10978,buy,see-0.97546/unsee-1.9813/see-4.9437/unsee-6.0325/sell-8.2258/buy-9.0394/confirm-11.1623/,sell,sell-7.9892/confirm-9.0339/
19,1,0,94,10118,9,10964,10320,7,10978,buy,see-0.98625/unsee-1.5754/sell-8.2005/buy-10.7293/buy-10.925/confirm-11.7901/,sell,sell-8.4014/confirm-9.4636/
20,1,0,94,10024,10,10964,10414,6,10978,sell,see-2.4366/unsee-3.0326/sell-7.7611/confirm-8.5195/,sell,sell-8.4445/confirm-9.9526/
21,2,0,90,10118,9,10928,10508,5,10958,buy,see-4.4929/unsee-5.2638/buy-8.6207/confirm-10.9773/,buy,buy-7.9469/confirm-8.73/
22,2,0,100,10028,10,11028,10418,6,11018,buy,see-1.536/unsee-2.038/see-6.4484/unsee-6.9926/buy-8.8378/confirm-10.3559/,sell,sell-7.7985/confirm-8.7094/
23,2,0,100,9928,11,11028,10518,5,11018,buy,see-1.2411/unsee-1.8695/buy-7.8414/confirm-8.445/,sell,sell-8.1604/confirm-9.2227/
24,2,0,100,9828,12,11028,10618,4,11018,buy,see-0.87736/unsee-1.458/sell-8.0857/buy-9.58/buy-9.8276/confirm-10.4037/,no trade,confirm-8.9/
25,2,0,106,9728,13,11106,10618,4,11042,buy,see-2.2497/unsee-2.836/sell-7.916/buy-8.5526/confirm-9.9785/,sell,sell-8.0336/confirm-8.9096/
26,2,0,106,9622,14,11106,10724,3,11042,buy,see-0.96519/unsee-1.4286/see-6.0783/unsee-7.4308/buy-7.9448/see-10.1009/unsee-10.2148/confirm-11.3114/,no trade,confirm-8.288/
27,2,0,113,9516,15,11211,10724,3,11063,buy,see-1.0599/unsee-1.8419/buy-7.8135/confirm-10.1947/,sell,sell-7.8098/confirm-9.0655/
28,2,0,113,9403,16,11211,10837,2,11063,sell,see-1.0994/unsee-1.8225/see-8.5418/unsee-8.9062/sell-9.1187/confirm-11.0726/,no trade,confirm-8.716/
29,2,0,110,9516,15,11166,10837,2,11057,sell,see-0.84039/unsee-1.4463/see-5.1531/unsee-5.8736/sell-8.1688/confirm-9.1095/,buy,buy-8.9406/confirm-10.4451/
30,2,0,110,9626,14,11166,10727,3,11057,sell,see-0.64648/unsee-1.3503/sell-7.8192/confirm-8.9589/,no trade,confirm-8.8262/
31,2,0,107,9736,13,11127,10727,3,11048,sell,see-0.73343/unsee-1.3532/sell-7.6996/confirm-8.4091/,buy,buy-10.4794/confirm-11.2877/
32,2,0,107,9843,12,11127,10620,4,11048,sell,see-1.183/unsee-1.8727/sell-7.6441/confirm-8.2252/,no trade,confirm-8.3509/
33,2,0,104,9950,11,11094,10620,4,11036,sell,see-1.1278/unsee-2.2817/sell-7.7502/confirm-8.5579/,sell,sell-10.2809/confirm-11.8352/
34,2,0,99,10054,10,11044,10724,3,11021,buy,see-6.9184/unsee-7.5801/buy-7.8801/confirm-10.6369/,buy,buy-10.9485/confirm-12.0514/
35,2,0,109,9955,11,11154,10625,4,11061,buy,see-0.88416/unsee-1.5123/see-6.7864/unsee-7.3446/buy-7.6252/confirm-8.1717/,sell,sell-8.7579/confirm-9.4595/
36,2,0,109,9846,12,11154,10734,3,11061,buy,see-0.63499/unsee-1.3191/buy-7.5797/confirm-8.1068/,sell,sell-9.6391/confirm-12.5896/
37,2,0,109,9737,13,11154,10843,2,11061,buy,see-0.63121/unsee-1.2286/buy-7.7668/confirm-8.3187/,no trade,confirm-8.0333/
38,2,0,116,9628,14,11252,10843,2,11075,sell,see-0.72865/unsee-1.4574/sell-7.6845/confirm-8.9464/,sell,sell-8.4267/confirm-9.08/
39,2,0,111,9744,13,11187,10959,1,11070,sell,see-0.56498/unsee-1.3441/sell-7.9908/confirm-8.5671/,no trade,confirm-8.4181/
40,2,0,108,9855,12,11151,10959,1,11067,buy,see-0.71964/unsee-1.3366/buy-7.5804/confirm-9.667/,no trade,confirm-8.6324/
41,2,0,115,9747,13,11242,10959,1,11074,sell,see-1.5965/unsee-2.4009/sell-7.572/confirm-8.9759/,sell,sell-8.9779/confirm-9.6554/
42,2,0,110,9862,12,11182,11074,0,11074,sell,see-1.1439/unsee-1.7356/sell-7.5597/confirm-8.0783/,no trade,confirm-8.9663/
43,2,0,107,9972,11,11149,11074,0,11074,sell,see-1.2912/unsee-2.0326/see-6.7743/unsee-7.408/sell-7.7775/confirm-8.4217/,no trade,confirm-7.7463/
44,2,0,104,10079,10,11119,11074,0,11074,sell,see-0.78836/unsee-1.4278/sell-7.5213/confirm-8.5195/,no trade,confirm-8.7578/
45,2,0,101,10183,9,11092,11074,0,11074,buy,see-0.94885/unsee-1.6134/buy-8.3127/confirm-8.9514/,no trade,confirm-7.6279/
46,2,0,108,10082,10,11162,11074,0,11074,sell,see-0.61945/unsee-1.3677/sell-8.8671/confirm-10.312/,no trade,confirm-7.6092/
47,2,0,105,10190,9,11135,11074,0,11074,sell,see-0.51914/unsee-0.97157/see-6.5654/unsee-7.3557/buy-8.2781/sell-9.1545/confirm-10.0325/,no trade,confirm-7.5209/
48,2,0,102,10295,8,11111,11074,0,11074,sell,see-1.2673/unsee-2.2031/buy-7.6354/sell-9.2301/confirm-10.1599/,no trade,confirm-7.7487/
49,2,0,99,10397,7,11090,11074,0,11074,buy,buy-7.5599/confirm-8.1742/,buy,buy-8.1079/confirm-8.867/
50,2,0,109,10298,8,11170,10975,1,11084,sell,see-0.92188/unsee-1.5416/sell-7.8047/confirm-8.4356/,sell,sell-7.5587/confirm-8.3203/
51,2,0,104,10407,7,11135,11084,0,11084,sell,see-0.95296/unsee-1.5447/sell-7.4854/confirm-8.0613/,no trade,confirm-8.033/
52,2,0,101,10511,6,11117,11084,0,11084,sell,see-0.73667/unsee-1.2414/sell-7.5699/confirm-8.3013/,no trade,confirm-7.8996/
53,2,0,98,10612,5,11102,11084,0,11084,sell,see-0.66365/unsee-1.4931/buy-8.7285/sell-10.8484/sell-11.0686/confirm-11.4702/,buy,buy-8.8582/confirm-9.7744/
54,2,0,98,10710,4,11102,10986,1,11084,buy,see-0.91937/unsee-1.8661/buy-7.5345/confirm-8.1646/,no trade,confirm-8.8193/
