trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,sell,sell-7.8997/confirm-9.2904/,buy,buy-7.4318/confirm-8.3507/
2,1,0,100,10100,9,11000,9900,11,11000,sell,see-1.1392/unsee-2.1334/see-3.0447/unsee-3.4298/see-4.6646/unsee-4.9264/see-5.1682/unsee-5.7275/sell-7.6469/confirm-11.271/,sell,unsee-0.033095/see-0.32305/unsee-2.3232/sell-7.3173/confirm-7.7872/
3,1,0,95,10200,8,10960,10000,10,10950,sell,unsee-0.065016/see-2.5202/unsee-4.7243/see-5.0331/unsee-5.8029/sell-7.8584/confirm-8.6444/,sell,see-1.7258/unsee-2.485/sell-7.3313/confirm-7.8201/
4,1,0,91,10295,7,10932,10095,9,10914,sell,see-1.0652/unsee-2.0983/sell-8.0339/confirm-8.5706/,sell,see-0.95556/unsee-2.2962/sell-7.2959/confirm-7.7223/
5,1,0,87,10386,6,10908,10186,8,10882,sell,see-0.44015/unsee-1.4621/sell-7.6473/confirm-8.2679/,sell,see-0.31669/unsee-1.8922/sell-7.3195/confirm-7.724/
6,1,0,83,10473,5,10888,10273,7,10854,sell,see-1.0319/unsee-1.7819/sell-7.577/confirm-8.1379/,sell,see-0.38018/unsee-2.7772/sell-7.3655/confirm-7.8058/
7,1,0,79,10556,4,10872,10356,6,10830,sell,see-1.1219/unsee-1.8651/sell-7.6934/confirm-8.2894/,sell,see-0.32328/unsee-2.4661/see-3.1522/unsee-6.5054/sell-7.2886/confirm-7.5839/
8,1,0,76,10635,3,10863,10435,5,10815,sell,buy-0.048568/see-0.88441/unsee-1.611/sell-7.5695/confirm-8.6676/,sell,see-0.25716/unsee-3.0327/sell-7.2479/confirm-7.5981/
9,1,0,73,10711,2,10857,10511,4,10803,buy,see-0.8175/unsee-1.4437/buy-8.2526/confirm-9.1591/,sell,see-1.1851/unsee-1.6676/sell-2.6826/sell-7.2182/confirm-7.6907/
10,1,0,73,10638,3,10857,10584,3,10803,buy,see-1.8123/unsee-2.9235/see-3.4415/unsee-3.8102/buy-8.1305/confirm-9.8996/,buy,see-0.29226/unsee-5.1768/buy-7.3627/confirm-7.7563/
