trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,sell,sell-9.1773/confirm-10.7091/,buy,sell-7.7784/buy-8.3407/buy-8.4793/confirm-11.0565/
2,1,0,100,10100,9,11000,9900,11,11000,buy,buy-7.5451/confirm-8.5628/,sell,sell-2.8423/no trade-5.5307/see-5.9968/unsee-6.5262/sell-8.2743/confirm-9.8957/
3,1,0,100,10000,10,11000,10000,10,11000,buy,buy-9.9062/confirm-10.703/,sell,no trade-5.2734/see-5.7727/unsee-6.4734/sell-9.4841/confirm-10.4556/
4,1,0,100,9900,11,11000,10100,9,11000,no trade,confirm-9.9778/,sell,no trade-1.1835/see-1.6379/unsee-3.5196/see-4.0604/unsee-4.5759/buy-4.8656/sell-7.4653/confirm-12.5947/
5,1,0,97,9900,11,10967,10200,8,10976,sell,see-0.73034/unsee-0.85523/see-1.7861/unsee-2.7024/sell-7.5625/confirm-8.5226/,no trade,sell-12.1935/buy-12.7806/buy-12.9302/
6,1,0,95,9997,10,10947,10200,8,10960,sell,see-1.7912/unsee-2.5929/sell-7.6782/confirm-8.9923/,no trade,buy-0.048144/no trade-1.3399/see-2.0315/unsee-3.9717/sell-8.3761/buy-10.3733/buy-10.5909/
7,1,0,93,10092,9,10929,10200,8,10944,sell,see-0.83169/unsee-1.4519/sell-7.9372/confirm-8.9326/,buy,sell-0.064907/no trade-4.2049/see-4.6381/unsee-5.3752/buy-7.7643/confirm-10.9096/
8,1,0,93,10185,8,10929,10107,9,10944,sell,see-4.2615/unsee-4.94/sell-10.7277/confirm-11.3967/,sell,no trade-2.3741/see-2.9363/unsee-5.4098/sell-7.5339/confirm-8.1946/
9,1,0,89,10278,7,10901,10200,8,10912,sell,see-3.8244/unsee-4.285/sell-11.2514/confirm-11.5303/,sell,unsee-0.047949/no trade-1.5353/see-2.0591/unsee-2.8827/sell-8.8866/confirm-12.032/
10,1,0,85,10367,6,10877,10289,7,10884,sell,see-2.6537/unsee-3.2233/sell-7.9358/confirm-9.9248/,no trade,no trade-1.3008/see-1.7169/unsee-3.1046/
11,1,0,83,10452,5,10867,10289,7,10870,sell,sell-7.7597/confirm-8.9564/,no trade,no trade-2.6968/see-3.1769/unsee-4.4665/buy-10.8004/sell-12.2095/
12,1,0,81,10535,4,10859,10289,7,10856,sell,see-5.8505/unsee-6.6243/sell-8.3109/confirm-9.3039/,sell,sell-7.4092/confirm-8.0578/
13,1,0,77,10616,3,10847,10370,6,10832,sell,see-2.709/unsee-3.0734/sell-7.8182/confirm-8.6722/,buy,unsee-0.047991/no trade-5.8069/see-6.2816/unsee-7.1446/buy-7.8773/confirm-11.784/
14,1,0,77,10693,2,10847,10293,7,10832,sell,sell-8.767/confirm-12.0436/,sell,no trade-1.6492/see-2.0311/unsee-3.106/sell-8.2244/confirm-8.9639/
15,1,0,74,10770,1,10844,10370,6,10814,sell,unsee-0.03282/see-5.0768/unsee-6.3258/see-7.1259/unsee-8.0982/sell-8.462/confirm-9.2023/,no trade,see-1.4747/unsee-1.6914/see-1.7433/unsee-4.5899/see-5.3175/unsee-5.9198/see-6.4743/unsee-6.6194/see-6.8679/unsee-7.0311/buy-12.7373/
16,1,0,72,10844,0,10844,10370,6,10802,no trade,see-3.1102/unsee-5.7631/confirm-9.0384/,sell,confirm-0.064416/no trade-6.2135/see-6.599/unsee-6.9232/sell-7.3603/confirm-8.1303/
17,1,0,70,10844,0,10844,10442,5,10792,no trade,see-3.9404/unsee-4.8708/confirm-8.6214/,sell,no trade-1.184/see-1.5457/unsee-5.8204/buy-8.279/sell-8.8279/sell-9.1385/confirm-10.8522/
18,1,0,68,10844,0,10844,10512,4,10784,no trade,see-2.1845/unsee-2.6507/confirm-12.15/,sell,sell-1.8497/no trade-2.2006/see-2.6011/unsee-4.7576/sell-7.1021/sell-7.8536/confirm-10.595/
19,1,0,66,10844,0,10844,10580,3,10778,no trade,see-2.5033/unsee-3.7047/confirm-12.3048/,sell,sell-9.0369/confirm-10.3992/
20,1,0,65,10844,0,10844,10646,2,10776,no trade,see-0.60582/unsee-1.3407/confirm-8.3453/,sell,unsee-0.047712/see-0.96733/unsee-2.7618/see-4.3175/unsee-5.3687/sell-7.6239/confirm-12.1923/
21,2,0,64,10844,0,10844,10711,1,10775,buy,see-0.37855/unsee-0.88927/buy-8.3084/confirm-9.1404/,buy,buy-7.4065/confirm-9.0614/
22,2,0,71,10780,1,10851,10647,2,10789,sell,see-1.2751/unsee-1.9034/sell-8.6999/confirm-11.6502/,sell,sell-7.5973/confirm-10.9454/
23,2,0,68,10851,0,10851,10718,1,10786,buy,see-1.6352/unsee-1.9691/buy-7.5307/confirm-9.8603/,sell,see-3.1622/unsee-3.4176/see-3.5214/unsee-4.2809/see-4.7048/unsee-7.2508/sell-12.4472/confirm-12.8834/
24,2,0,68,10783,1,10851,10786,0,10786,no trade,see-1.4066/unsee-1.8398/confirm-10.686/,buy,see-0.85254/unsee-1.4801/buy-5.0309/buy-7.5337/confirm-8.8329/
25,2,0,73,10783,1,10856,10718,1,10791,sell,see-5.5121/unsee-5.8629/sell-7.8204/confirm-10.033/,sell,see-6.2575/unsee-7.1656/sell-7.4191/confirm-9.2706/
26,2,0,70,10856,0,10856,10791,0,10791,buy,see-1.2213/unsee-1.5666/buy-8.0776/see-10.0946/unsee-10.4756/confirm-10.8263/,buy,see-1.1334/unsee-5.0348/buy-7.8085/confirm-9.6706/
27,2,0,77,10786,1,10863,10721,1,10798,buy,see-5.2103/unsee-5.52/buy-9.1132/confirm-12.2726/,buy,see-3.4751/unsee-5.2614/buy-8.3024/confirm-12.288/
28,2,0,85,10709,2,10879,10644,2,10814,sell,see-1.777/unsee-2.3102/sell-7.634/confirm-9.1626/,sell,see-1.2045/unsee-2.2784/sell-8.0308/confirm-8.7656/
29,2,0,81,10794,1,10875,10729,1,10810,no trade,see-1.3215/unsee-1.7081/confirm-8.7875/,buy,see-0.42941/unsee-2.8805/buy-7.7704/confirm-8.2821/
30,2,0,86,10794,1,10880,10648,2,10820,sell,see-1.0331/unsee-1.4078/sell-7.625/confirm-8.4163/,buy,buy-7.4723/confirm-8.1484/
31,2,0,86,10880,0,10880,10562,3,10820,no trade,see-1.7825/unsee-2.1689/confirm-8.059/,sell,see-1.1963/unsee-1.7874/sell-7.6054/confirm-8.4/
32,2,0,84,10880,0,10880,10648,2,10816,no trade,confirm-8.2715/,buy,see-5.9648/unsee-6.5503/see-7.0576/unsee-7.3184/buy-9.2192/confirm-10.1476/
33,2,0,90,10880,0,10880,10564,3,10834,no trade,see-1.8204/unsee-2.1435/see-2.6607/unsee-3.0696/confirm-10.7011/,sell,sell-7.6886/confirm-8.2119/
34,2,0,88,10880,0,10880,10654,2,10830,no trade,buy-9.4531/sell-12.0328/,no trade,unsee-0.064311/see-1.2851/unsee-2.0443/see-6.7558/unsee-6.9557/confirm-12.48/
35,2,0,88,10880,0,10880,10654,2,10830,buy,see-2.5012/unsee-2.8908/buy-8.4488/confirm-10.0958/,buy,see-1.2064/unsee-1.9657/buy-8.389/confirm-9.6289/
36,2,0,97,10792,1,10889,10566,3,10857,no trade,see-2.501/unsee-3.1405/,sell,see-0.85061/unsee-1.5989/sell-7.5035/confirm-8.2545/
