trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,sell,see-4.2608/unsee-4.6494/sell-8.4157/confirm-9.8139/,sell,sell-2.6583/sell-7.3388/confirm-7.6977/
2,1,0,95,10100,9,10955,10100,9,10955,sell,sell-8.3687/confirm-9.7249/,sell,sell-7.7525/buy-8.8899/sell-9.8707/confirm-10.3641/
3,1,0,91,10195,8,10923,10195,8,10923,sell,sell-8.2302/confirm-10.0755/,sell,sell-7.4765/confirm-7.7667/
4,1,0,87,10286,7,10895,10286,7,10895,no trade,confirm-8.6879/,sell,sell-1.2036/sell-1.4371/sell-7.3262/confirm-7.6079/
5,1,0,85,10286,7,10881,10373,6,10883,no trade,see-1.3268/unsee-2.1048/confirm-8.8963/,sell,unsee-0.047949/see-0.66184/unsee-1.5699/sell-7.2514/confirm-7.5526/
6,1,0,83,10286,7,10867,10458,5,10873,buy,see-3.7357/unsee-4.2403/buy-9.8887/confirm-10.7189/,sell,see-0.65806/unsee-1.1676/see-1.308/unsee-1.7787/sell-7.1109/confirm-7.4424/
7,1,0,83,10203,8,10867,10541,4,10873,buy,see-2.1938/unsee-2.6108/buy-10.1341/confirm-11.5854/,sell,see-1.3958/unsee-2.0471/sell-7.9755/confirm-8.2188/
8,1,0,83,10120,9,10867,10624,3,10873,buy,see-1.5707/unsee-2.1359/sell-8.3991/buy-10.2567/buy-10.5388/confirm-11.346/,no trade,see-1.3624/unsee-2.1041/confirm-7.9366/
9,1,0,86,10037,10,10897,10624,3,10882,sell,see-1.446/unsee-2.0658/sell-8.8718/confirm-9.9678/,sell,see-0.42562/unsee-1.1588/sell-7.5192/confirm-7.7789/
10,1,0,82,10123,9,10861,10710,2,10874,sell,see-3.2151/unsee-3.7197/see-4.3998/unsee-5.0458/sell-11.1147/confirm-11.9475/,no trade,confirm-9.2404/
11,1,0,80,10205,8,10845,10710,2,10870,buy,buy-8.123/confirm-9.1798/,sell,see-1.1962/unsee-2.2709/sell-7.3938/confirm-7.7169/
12,1,0,80,10125,9,10845,10790,1,10870,sell,see-2.3927/unsee-3.1075/sell-8.5111/confirm-9.4168/,no trade,see-1.3465/unsee-2.3537/confirm-7.5742/
13,1,0,78,10205,8,10829,10790,1,10868,sell,see-2.9337/unsee-3.496/sell-8.1598/confirm-9.1549/,no trade,confirm-7.9023/
14,1,0,76,10283,7,10815,10790,1,10866,sell,see-2.6984/unsee-3.5139/sell-10.7738/confirm-12.2276/,sell,see-1.795/unsee-2.7173/sell-7.6606/confirm-7.9587/
15,1,0,73,10359,6,10797,10866,0,10866,buy,see-2.1539/unsee-2.9261/buy-8.0638/confirm-8.7398/,no trade,see-0.61192/unsee-1.6473/confirm-7.6703/
16,1,0,76,10286,7,10818,10866,0,10866,sell,see-7.7387/unsee-8.1556/sell-8.6907/confirm-9.694/,no trade,see-4.4716/unsee-5.1679/confirm-7.6331/
17,1,0,74,10362,6,10806,10866,0,10866,no trade,confirm-8.2269/,no trade,see-1.4573/unsee-2.5039/see-4.1927/unsee-4.8128/confirm-7.5056/
18,1,0,74,10362,6,10806,10866,0,10866,sell,unsee-0.047701/see-1.7891/unsee-2.5499/sell-8.9042/confirm-9.8656/,no trade,see-1.3515/unsee-1.7832/confirm-7.8042/
19,1,0,72,10436,5,10796,10866,0,10866,buy,see-6.751/unsee-7.2388/sell-8.6073/buy-9.2026/confirm-10.192/,no trade,confirm-7.6785/
20,1,0,75,10364,6,10814,10866,0,10866,buy,buy-8.3054/confirm-11.6229/,no trade,confirm-7.5773/
21,2,0,78,10289,7,10835,10866,0,10866,sell,sell-7.5888/confirm-8.7571/,buy,see-6.5373/unsee-6.9692/buy-8.2225/confirm-9.1201/
22,2,0,78,10367,6,10835,10788,1,10866,sell,see-5.573/unsee-6.0308/sell-7.9206/confirm-9.6207/,sell,see-0.97934/unsee-1.4806/sell-10.7058/confirm-11.158/
