trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,buy,buy-7.3607/confirm-7.8356/,sell,see-1.8893/unsee-2.1059/sell-8.1445/confirm-8.7711/
2,1,0,100,9900,11,11000,10100,9,11000,buy,buy-7.3165/confirm-7.7611/,sell,see-1.0316/unsee-3.0908/sell-7.95/confirm-8.8114/
3,1,0,100,9800,12,11000,10200,8,11000,buy,buy-7.2717/confirm-7.708/,sell,sell-3.6698/see-4.9248/unsee-5.1308/sell-7.8072/confirm-8.2791/
4,1,0,100,9700,13,11000,10300,7,11000,buy,buy-7.299/confirm-8.0412/,no trade,confirm-9.8112/
5,1,0,103,9600,14,11042,10300,7,11021,buy,buy-7.2887/confirm-7.938/,sell,see-1.0487/unsee-3.3481/sell-10.2545/confirm-10.9889/
6,1,0,103,9497,15,11042,10403,6,11021,buy,buy-7.3146/confirm-7.8195/,no trade,see-6.5549/unsee-8.2283/confirm-11.9364/
7,1,0,107,9394,16,11106,10403,6,11045,buy,buy-7.269/confirm-7.7197/,sell,buy-8.9802/sell-10.3539/buy-11.2977/sell-12.0649/confirm-12.8698/
8,1,0,107,9287,17,11106,10510,5,11045,buy,buy-7.2825/confirm-7.662/,sell,sell-10.1828/confirm-11.9583/
9,1,0,107,9180,18,11106,10617,4,11045,buy,buy-7.2484/confirm-7.7754/,buy,see-6.4718/unsee-7.781/buy-8.3796/confirm-12.7175/
10,1,0,113,9073,19,11220,10510,5,11075,buy,buy-7.4699/confirm-7.9668/,sell,sell-3.7626/see-4.7006/unsee-5.3523/see-5.5122/unsee-5.7184/see-5.759/unsee-5.8071/see-5.904/unsee-6.6363/sell-8.573/confirm-11.4837/
11,1,0,113,8960,20,11220,10623,4,11075,buy,buy-7.291/confirm-7.7929/,buy,buy-8.5305/see-11.1799/unsee-11.3945/see-11.9755/unsee-12.1159/confirm-12.3805/
12,1,0,119,8847,21,11346,10510,5,11105,buy,buy-7.3374/confirm-7.8775/,sell,sell-9.2867/confirm-10.3165/
13,1,0,119,8728,22,11346,10629,4,11105,buy,buy-7.3593/confirm-7.812/,buy,see-5.0311/unsee-7.4823/buy-10.4401/confirm-11.1671/
14,1,0,125,8609,23,11484,10510,5,11135,buy,buy-7.2807/confirm-7.6952/,sell,sell-2.8777/no trade-4.1352/see-5.0983/unsee-6.5496/sell-10.7876/confirm-11.687/
