trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,buy,see-3.2121/unsee-3.4507/buy-8.1131/confirm-8.5272/,buy,buy-7.5599/confirm-8.1139/
2,1,0,105,9900,11,11055,9900,11,11055,sell,see-2.9433/unsee-3.6321/sell-8.6419/confirm-9.1104/,buy,buy-7.669/confirm-8.2312/
3,1,0,105,10005,10,11055,9795,12,11055,buy,buy-7.5827/see-8.2652/unsee-9.3858/see-10.1882/unsee-11.3622/confirm-12.404/,sell,unsee-0.048065/see-0.54134/unsee-1.3492/see-1.8324/unsee-2.7907/sell-7.4583/confirm-7.8686/
4,1,0,105,9900,11,11055,9900,11,11055,buy,see-1.1444/unsee-3.2215/buy-7.9112/confirm-8.273/,sell,unsee-0.04797/see-1.0903/unsee-1.9567/sell-8.3812/confirm-9.8739/
5,1,0,105,9795,12,11055,10005,10,11055,buy,see-1.2855/unsee-2.3641/see-4.916/unsee-5.2013/buy-7.6742/confirm-8.069/,sell,see-1.8622/unsee-2.4728/sell-7.5355/confirm-7.9945/
6,1,0,105,9690,13,11055,10110,9,11055,buy,see-1.1351/unsee-2.4579/see-3.6448/unsee-4.0983/buy-7.448/confirm-7.9736/,sell,see-1.7391/unsee-2.2691/sell-7.5695/confirm-8.0325/
7,1,0,105,9585,14,11055,10215,8,11055,buy,unsee-0.048012/see-0.88845/unsee-1.9165/buy-7.8323/confirm-8.4729/,sell,see-1.3248/unsee-2.3274/see-3.4348/unsee-3.9067/sell-7.7676/confirm-8.2538/
8,1,0,105,9480,15,11055,10320,7,11055,buy,see-0.62162/unsee-1.7059/buy-8.0449/confirm-8.7596/,sell,see-3.7051/unsee-4.3241/sell-8.738/confirm-9.0315/
9,1,0,105,9375,16,11055,10425,6,11055,buy,see-0.74311/unsee-1.3447/buy-7.372/confirm-8.9023/,sell,sell-7.5531/confirm-8.0318/
10,1,0,105,9270,17,11055,10530,5,11055,buy,see-0.89397/unsee-1.6809/buy-7.3926/confirm-9.3022/,sell,see-1.9548/unsee-2.496/see-2.8879/unsee-3.3184/sell-7.6016/confirm-8.0308/
11,1,0,105,9165,18,11055,10635,4,11055,buy,see-1.607/unsee-2.1697/buy-7.8034/confirm-11.2253/,no trade,see-2.4698/unsee-2.8758/confirm-7.9732/
12,1,0,109,9060,19,11131,10635,4,11071,no trade,see-0.98371/unsee-2.505/no trade-8.2256/confirm-9.0797/,no trade,confirm-7.9475/
13,1,0,109,9060,19,11131,10635,4,11071,buy,see-0.51725/unsee-1.4557/buy-7.6194/confirm-8.3689/,sell,unsee-0.04791/see-1.031/unsee-1.7606/see-2.5585/unsee-3.2054/sell-7.5471/confirm-8.3635/
14,1,0,109,8951,20,11131,10744,3,11071,buy,see-1.5803/unsee-3.2702/buy-7.5807/confirm-8.289/,no trade,confirm-7.8448/
15,1,0,113,8842,21,11215,10744,3,11083,no trade,see-1.6668/unsee-2.1452/see-2.9179/unsee-3.9181/no trade-7.9249/confirm-8.3638/,no trade,confirm-7.9973/
16,1,0,113,8842,21,11215,10744,3,11083,buy,see-1.4771/unsee-2.5614/buy-7.4541/confirm-8.0815/,no trade,unsee-0.047549/see-1.323/unsee-2.3393/see-2.7729/unsee-3.2062/confirm-7.8026/
17,1,0,117,8729,22,11303,10744,3,11095,no trade,see-2.5099/unsee-3.4823/no trade-8.032/confirm-8.3721/,no trade,see-4.4057/unsee-5.6169/confirm-8.1377/
18,1,0,117,8729,22,11303,10744,3,11095,buy,see-1.3785/unsee-2.3674/buy-7.7675/confirm-8.5062/,sell,see-1.2375/unsee-1.8983/see-3.2432/unsee-3.66/sell-7.5564/confirm-7.9912/
19,1,0,117,8612,23,11303,10861,2,11095,buy,see-0.98015/unsee-2.3533/buy-7.4493/confirm-8.1936/,no trade,see-1.2908/unsee-1.8011/confirm-7.9764/
20,1,0,121,8495,24,11399,10861,2,11103,buy,see-0.86008/unsee-2.3143/buy-7.866/confirm-8.5389/,no trade,see-5.2636/unsee-6.5384/buy-9.5071/sell-11.0794/buy-12.2374/
21,2,0,125,8374,25,11499,10861,2,11111,sell,see-4.3985/unsee-7.333/sell-9.9072/confirm-11.1618/,no trade,see-2.3897/unsee-3.217/confirm-9.5941/
22,2,0,122,8499,24,11427,10861,2,11105,buy,buy-7.5348/confirm-8.3664/,no trade,see-1.9624/unsee-2.484/sell-9.0684/buy-10.7131/no trade-11.5868/confirm-11.8778/
23,2,0,130,8377,25,11627,10861,2,11121,no trade,see-1.2372/unsee-3.6392/confirm-8.9409/,buy,see-2.9895/unsee-3.4557/buy-8.0603/confirm-9.2312/
24,2,0,138,8377,25,11827,10731,3,11145,buy,see-1.15/unsee-3.9163/buy-9.3687/confirm-11.1169/,sell,sell-7.7381/see-8.4144/unsee-8.9638/confirm-9.3913/
25,2,0,138,8239,26,11827,10869,2,11145,buy,see-1.1037/unsee-2.8358/buy-7.7641/confirm-8.2161/,no trade,see-2.0807/unsee-2.7884/confirm-8.3339/
26,2,0,147,8101,27,12070,10869,2,11163,buy,buy-7.7606/see-8.2132/unsee-9.3029/confirm-10.9734/,no trade,see-1.8141/unsee-2.4749/see-5.3552/unsee-6.477/see-6.9989/unsee-7.487/confirm-8.5793/
27,2,0,156,7954,28,12322,10869,2,11181,no trade,see-1.0628/unsee-2.6292/confirm-9.7108/,buy,see-1.2813/unsee-1.9891/buy-8.1175/sell-8.6371/buy-9.1379/confirm-9.6785/
