trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,no trade,confirm-9.8421/,sell,see-5.5239/unsee-5.875/no trade-7.5384/sell-11.7708/confirm-12.3954/
2,1,0,97,10000,10,10970,10100,9,10973,buy,see-0.73729/unsee-6.9074/buy-10.5254/confirm-11.6073/,no trade,see-0.63872/unsee-2.0313/sell-10.3947/
3,1,0,100,9903,11,11003,10100,9,11000,buy,see-0.69873/unsee-5.9862/buy-11.1359/confirm-11.555/,sell,unsee-0.048034/see-0.72901/unsee-5.2566/sell-7.7741/confirm-9.9915/
4,1,0,100,9803,12,11003,10200,8,11000,no trade,see-0.56942/unsee-2.0311/sell-7.5322/buy-8.2328/no trade-8.53/confirm-9.2108/,sell,see-1.4671/unsee-3.8493/sell-7.7221/confirm-9.6738/
5,1,0,97,9803,12,10967,10300,7,10979,no trade,see-1.5695/unsee-4.786/confirm-11.4031/,no trade,see-0.78346/unsee-4.4272/see-4.7083/unsee-4.8733/see-5.6471/unsee-6.5829/no trade-7.6728/confirm-10.5252/
6,1,0,97,9803,12,10967,10300,7,10979,sell,see-1.0311/unsee-4.0312/sell-11.5318/confirm-12.259/,no trade,see-1.2463/unsee-5.5766/no trade-7.7322/confirm-10.9873/
7,1,0,95,9900,11,10945,10300,7,10965,buy,see-0.50583/unsee-1.8753/buy-7.601/confirm-9.7067/,no trade,see-0.84098/unsee-2.785/buy-8.9933/sell-11.3027/buy-12.0798/no trade-12.4612/
8,1,0,98,9805,12,10981,10300,7,10986,sell,see-0.49941/unsee-7.4764/sell-7.6324/confirm-10.3377/,sell,confirm-0.047939/see-0.86132/unsee-1.9109/sell-7.6992/confirm-9.4267/
9,1,0,94,9903,11,10937,10398,6,10962,sell,see-0.76497/unsee-8.4062/sell-8.8737/confirm-9.9373/,no trade,see-0.88012/unsee-3.741/confirm-10.7849/
10,1,0,92,9997,10,10917,10398,6,10950,sell,see-0.78923/unsee-6.6342/sell-7.5586/confirm-8.3577/,buy,see-1.3167/unsee-2.8494/buy-8.6297/confirm-11.0893/
