trials,marketCondition,marketDramatic,stockPrice,player1Cash,player1Stock,player1TotalAsset,player2Cash,player2Stock,player2TotalAsset,player1Decision,player1event,player2Decision,player2event
1,1,0,100,10000,10,11000,10000,10,11000,buy,buy-7.7342/confirm-9.0528/,sell,see-0.79621/unsee-1.2872/sell-1.5597/sell-7.3682/confirm-8.8507/
2,1,0,100,9900,11,11000,10100,9,11000,no trade,confirm-7.9805/,sell,see-1.2866/unsee-2.7788/sell-7.6837/confirm-9.5453/
3,1,0,97,9900,11,10967,10200,8,10976,sell,sell-7.7109/confirm-8.3941/,sell,see-6.8481/unsee-7.3814/sell-11.0311/confirm-11.4213/
4,1,0,93,9997,10,10927,10297,7,10948,no trade,buy-0.032784/confirm-8.2442/,buy,buy-7.5713/confirm-9.9559/
5,1,0,96,9997,10,10957,10204,8,10972,sell,sell-8.671/confirm-9.2292/,no trade,unsee-0.047765/see-0.54829/unsee-1.9652/see-3.031/unsee-4.463/confirm-8.2834/
6,1,0,94,10093,9,10939,10204,8,10956,buy,buy-8.1769/confirm-8.8301/,no trade,see-0.48418/unsee-2.6757/see-3.462/unsee-5.4181/confirm-8.5016/
7,1,0,97,9999,10,10969,10204,8,10980,no trade,confirm-8.3586/,sell,see-2.3762/unsee-3.5582/see-4.7167/unsee-7.2411/sell-9.3249/confirm-9.8936/
8,1,0,95,9999,10,10949,10301,7,10966,no trade,confirm-8.6722/,no trade,see-4.6325/unsee-6.1526/buy-7.4947/sell-7.9738/sell-8.755/sell-9.3375/buy-9.7107/buy-10.1572/buy-10.6443/sell-11.0309/sell-11.5153/see-11.9292/unsee-12.0678/no trade-12.8657/
9,1,0,95,9999,10,10949,10301,7,10966,no trade,confirm-7.9873/,no trade,confirm-11.6718/
10,1,0,95,9999,10,10949,10301,7,10966,no trade,see-2.5734/unsee-2.7438/see-3.2197/unsee-3.4689/confirm-8.7648/,no trade,confirm-9.4663/
11,1,0,95,9999,10,10949,10301,7,10966,no trade,confirm-8.3454/,sell,sell-7.4165/confirm-8.058/
12,1,0,93,9999,10,10929,10396,6,10954,no trade,confirm-8.1327/,no trade,unsee-0.047853/see-1.1344/unsee-4.9029/confirm-7.881/
13,1,0,93,9999,10,10929,10396,6,10954,no trade,see-8.5039/unsee-9.2107/confirm-10.2662/,sell,see-0.491/unsee-1.3066/sell-7.5197/confirm-8.1364/
14,1,0,91,9999,10,10909,10489,5,10944,no trade,confirm-10.55/,sell,unsee-0.047659/see-4.1792/unsee-4.7318/sell-7.5686/confirm-8.2297/
15,1,0,89,9999,10,10889,10580,4,10936,no trade,confirm-10.4935/,sell,see-2.6916/unsee-4.7405/sell-7.7721/confirm-11.6611/
16,1,0,87,9999,10,10869,10669,3,10930,sell,sell-8.2297/confirm-8.9288/,sell,see-1.7685/unsee-3.5822/see-5.5771/unsee-6.4624/sell-7.8683/confirm-10.217/
17,1,0,83,10086,9,10833,10756,2,10922,sell,see-5.4717/unsee-6.1591/see-6.7408/unsee-7.1294/sell-7.9214/confirm-8.4501/,sell,see-2.5832/unsee-3.8686/sell-7.8252/confirm-9.8366/
18,1,0,79,10169,8,10801,10839,1,10918,sell,sell-7.8313/confirm-8.6208/,sell,see-2.4204/unsee-3.0346/sell-7.5696/confirm-8.0672/
19,1,0,76,10248,7,10780,10918,0,10918,sell,see-1.903/unsee-2.3901/sell-7.5334/confirm-8.1433/,no trade,unsee-0.047503/see-0.39936/unsee-2.3778/sell-8.3456/sell-8.9363/confirm-12.0605/
20,1,0,74,10324,6,10768,10918,0,10918,sell,see-2.5302/unsee-2.9953/sell-7.6197/confirm-8.629/,no trade,confirm-8.6564/
21,2,0,72,10398,5,10758,10918,0,10918,sell,see-4.3603/unsee-5.4166/see-6.3072/unsee-6.9309/sell-7.7773/confirm-8.3521/,no trade,confirm-9.2907/
22,2,0,70,10470,4,10750,10918,0,10918,buy,see-3.3138/unsee-4.6339/see-5.0363/unsee-6.4566/see-6.9883/unsee-7.5175/buy-8.0328/confirm-9.175/,no trade,see-0.38507/unsee-1.6336/see-6.2571/unsee-7.2068/confirm-8.1259/
23,2,0,75,10400,5,10775,10918,0,10918,no trade,see-3.1264/unsee-3.5919/,no trade,see-8.9732/unsee-10.2222/
24,2,0,75,10400,5,10775,10918,0,10918,no trade,unsee-0.033363/no trade-9.2685/no trade-10.9623/confirm-11.527/,no trade,see-0.98299/unsee-3.9622/see-4.6872/unsee-5.8831/see-6.9248/unsee-8.252/
